id,name,province,province_code,postcode_area,type,map_reference,latitude,longitude,census_division,area_code,time_zone
10141,East Clifford,Nova Scotia,NS,B0R,Unincorporated area,021A07,44.45128,-64.74915,Lunenburg,902,America/Halifax
10142,East Dalhousie,Nova Scotia,NS,B0R,Unincorporated area,021A10,44.70882,-64.79810,Annapolis,902,America/Halifax
10143,East Dover,Nova Scotia,NS,B3Z,Unincorporated area,011D05,44.49646,-63.85091,Halifax,902,America/Halifax
10144,East Earltown,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.65427,-63.12953,Colchester,902,America/Halifax
10145,Eastern Passage,Nova Scotia,NS,B3G,Unincorporated area,011D11,44.61192,-63.47329,Halifax,902,America/Halifax
10146,Eastern Points,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.34731,-64.20883,Lunenburg,902,America/Halifax
10147,East Ferry,Nova Scotia,NS,B0V,Unincorporated area,021B08,44.39193,-66.20083,Digby,902,America/Halifax
10148,East Folly Mountain,Nova Scotia,NS,B0M,Unincorporated area,011E06,45.48842,-63.49916,Colchester,902,America/Halifax
10149,East Fraserville,Nova Scotia,NS,B0M,Unincorporated area,021H07,45.39911,-64.63900,Cumberland,902,America/Halifax
10150,East Gore,Nova Scotia,NS,B0N,Unincorporated area,011E04,45.11631,-63.68324,Hants,902,America/Halifax
10151,East Green Harbour,Nova Scotia,NS,B0T,Unincorporated area,020P11,43.71488,-65.13950,Shelburne,902,America/Halifax
10152,East Halls Harbour Road,Nova Scotia,NS,B0P,Unincorporated area,021H02,45.18211,-64.57375,Kings,902,America/Halifax
10153,East Hansford,Nova Scotia,NS,B0K,Unincorporated area,011E12,45.71925,-63.74580,Cumberland,902,America/Halifax
10154,East Havre Boucher,Nova Scotia,NS,B0H,Unincorporated area,011F11,45.67695,-61.49332,Antigonish,902,America/Halifax
10155,East Inglisville,Nova Scotia,NS,B0S,Unincorporated area,021A14,44.86545,-65.07564,Annapolis,902,America/Halifax
10156,East Jeddore,Nova Scotia,NS,B0J,Unincorporated area,011D10,44.72883,-63.00065,Halifax,902,America/Halifax
10157,East Jordan,Nova Scotia,NS,B0T,Unincorporated area,020P14,43.76120,-65.21131,Shelburne,902,America/Halifax
10158,East Kemptville,Nova Scotia,NS,B0W,Unincorporated area,021A04,44.07698,-65.77966,Yarmouth,902,America/Halifax
10159,East Kingston,Nova Scotia,NS,B0P,Unincorporated area,021H02,45.00841,-64.90554,Kings,902,America/Halifax
10160,East LaHave,Nova Scotia,NS,B4V,Unincorporated area,021A08,44.30745,-64.36688,Lunenburg,902,America/Halifax
10161,East Lake Ainslie,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.13258,-61.13989,Inverness,902,America/Halifax
10162,East Lawrencetown,Nova Scotia,NS,B2Z,Unincorporated area,011D11,44.66093,-63.32412,Halifax,902,America/Halifax
10163,East Leicester,Nova Scotia,NS,B4H,Unincorporated area,011E13,45.79247,-63.97722,Cumberland,902,America/Halifax
10164,East Linden,Nova Scotia,NS,B4H,Unincorporated area,011E13,45.90388,-63.82005,Cumberland,902,America/Halifax
10165,East Loon Lake Village,Nova Scotia,NS,B0N,Unincorporated area,011E07,45.26830,-62.70757,Halifax,902,America/Halifax
10166,East Mapleton,Nova Scotia,NS,B0M,Unincorporated area,021H09,45.55883,-64.12066,Cumberland,902,America/Halifax
10167,East Margaretsville,Nova Scotia,NS,B0S,Unincorporated area,021H03,45.05566,-65.01219,Annapolis,902,America/Halifax
10168,East Milford,Nova Scotia,NS,B2S,Unincorporated area,011E03,45.01331,-63.43282,Halifax,902,America/Halifax
10169,East Mines,Nova Scotia,NS,B0M,Unincorporated area,011E06,45.44035,-63.49240,Colchester,902,America/Halifax
10170,East Mines Station,Nova Scotia,NS,B0M,Unincorporated area,011E05,45.43908,-63.50668,Colchester,902,America/Halifax
10171,East Mountain,Nova Scotia,NS,B6L,Unincorporated area,011E06,45.42120,-63.18216,Colchester,902,America/Halifax
10172,East New Annan,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.60968,-63.28513,Colchester,902,America/Halifax
10173,East Noel,Nova Scotia,NS,B0N,Unincorporated area,011E05,45.30402,-63.70293,Hants,902,America/Halifax
10174,Easton,Nova Scotia,NS,B0W,Unincorporated area,021A05,44.30787,-65.86728,Digby,902,America/Halifax
10175,East Pennant,Nova Scotia,NS,B3V,Unincorporated area,011D05,44.46594,-63.63043,Halifax,902,America/Halifax
10176,East Petpeswick,Nova Scotia,NS,B0J,Unincorporated area,011D11,44.71809,-63.16508,Halifax,902,America/Halifax
10177,East Port L'Hebert,Nova Scotia,NS,B0T,Unincorporated area,020P15,43.82187,-64.92512,Queens,902,America/Halifax
10178,East Port Medway,Nova Scotia,NS,B0J,Unincorporated area,021A02,44.15325,-64.57302,Queens,902,America/Halifax
10179,East Preston,Nova Scotia,NS,B2Z,Unincorporated area,011D11,44.72238,-63.41816,Halifax,902,America/Halifax
10180,East Pubnico,Nova Scotia,NS,B0W,Unincorporated area,020P12,43.67063,-65.76090,Yarmouth,902,America/Halifax
10181,East Quinan,Nova Scotia,NS,B0W,Unincorporated area,020P13,43.92695,-65.80762,Yarmouth,902,America/Halifax
10182,East Quoddy,Nova Scotia,NS,B0J,Unincorporated area,011D16,44.91831,-62.33306,Halifax,902,America/Halifax
10183,East River,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.58645,-64.16663,Lunenburg,902,America/Halifax
10184,East River Point,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.57574,-64.16256,Lunenburg,902,America/Halifax
10185,East River Saint Marys,Nova Scotia,NS,B2H,Unincorporated area,011E08,45.39094,-62.16581,Pictou,902,America/Halifax
10186,East River Saint Marys West Side,Nova Scotia,NS,B2H,Unincorporated area,011E08,45.38149,-62.16266,Pictou,902,America/Halifax
10187,East River Sheet Harbour,Nova Scotia,NS,B0J,Unincorporated area,011D15,44.91968,-62.51391,Halifax,902,America/Halifax
10188,East Sable River,Nova Scotia,NS,B0T,Unincorporated area,020P14,43.78346,-65.00230,Shelburne,902,America/Halifax
10189,East Ship Harbour,Nova Scotia,NS,B0J,Unincorporated area,011D15,44.77963,-62.80381,Halifax,902,America/Halifax
10190,East Side,Nova Scotia,NS,B0W,Unincorporated area,020O08,43.40008,-66.01610,Yarmouth,902,America/Halifax
10191,East Side of Ragged Island,Nova Scotia,NS,B0T,Unincorporated area,020P11,43.70553,-65.07443,Shelburne,902,America/Halifax
10192,East Skye Glen,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.04569,-61.19421,Inverness,902,America/Halifax
10193,East Slope,Nova Scotia,NS,B1A,Unincorporated area,011J04,46.18868,-59.99786,Cape Breton,902,America/Glace_Bay
10194,East Southampton,Nova Scotia,NS,B0M,Unincorporated area,021H09,45.59205,-64.20188,Cumberland,902,America/Halifax
10195,East Stewiacke,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.14443,-63.29787,Colchester,902,America/Halifax
10196,East Tracadie,Nova Scotia,NS,B0H,Unincorporated area,011F12,45.63629,-61.62009,Antigonish,902,America/Halifax
10197,East Tremont,Nova Scotia,NS,B0P,Unincorporated area,021A15,44.95714,-64.90909,Kings,902,America/Halifax
10198,East Uniacke,Nova Scotia,NS,B0N,Unincorporated area,011D13,44.90728,-63.78115,Hants,902,America/Halifax
10199,East Village,Nova Scotia,NS,B0M,Unincorporated area,011E05,45.44601,-63.56681,Colchester,902,America/Halifax
10200,Eastville,Nova Scotia,NS,B0N,Unincorporated area,011E07,45.27125,-62.88084,Colchester,902,America/Halifax
10201,East Wallace,Nova Scotia,NS,B0K,Unincorporated area,011E14,45.79594,-63.43333,Cumberland,902,America/Halifax
10202,East Walton,Nova Scotia,NS,B0N,Unincorporated area,011E05,45.25060,-63.95545,Hants,902,America/Halifax
10203,East Wentworth,Nova Scotia,NS,B0M,Unincorporated area,011E11,45.62533,-63.49776,Cumberland,902,America/Halifax
10204,Eatonville,Nova Scotia,NS,B0M,Unincorporated area,021H07,45.39722,-64.86607,Cumberland,902,America/Halifax
10205,Economy,Nova Scotia,NS,B0M,Unincorporated area,011E05,45.38473,-63.91447,Colchester,902,America/Halifax
10206,Economy Point,Nova Scotia,NS,B0M,Unincorporated area,011E05,45.37829,-63.89580,Colchester,902,America/Halifax
10207,Ecum Secum,Nova Scotia,NS,B0J,Unincorporated area,011D16,44.96795,-62.13177,Guysborough,902,America/Halifax
10208,Ecum Secum Bridge,Nova Scotia,NS,B0J,Unincorporated area,011D16,44.97399,-62.16783,Halifax,902,America/Halifax
10209,Ecum Secum West,Nova Scotia,NS,B0J,Unincorporated area,011D16,44.96378,-62.16601,Halifax,902,America/Halifax
10210,Eden,Nova Scotia,NS,B0E,Unincorporated area,011F14,45.85590,-61.12562,Inverness,902,America/Halifax
10211,Eden Lake,Nova Scotia,NS,B2H,Unincorporated area,011E08,45.40465,-62.29437,Pictou,902,America/Halifax
10212,Edgewood,Nova Scotia,NS,B0M,Unincorporated area,011E05,45.41773,-63.79386,Colchester,902,America/Halifax
10213,Edwardsville,Nova Scotia,NS,B2A,Unincorporated area,011K01,46.15784,-60.23061,Cape Breton,902,America/Glace_Bay
10214,Eel Brook,Nova Scotia,NS,B0W,Unincorporated area,020P13,43.82383,-65.91221,Yarmouth,902,America/Halifax
10215,Egerton,Nova Scotia,NS,B0K,Unincorporated area,011E09,45.60642,-62.47838,Pictou,902,America/Halifax
10216,Egypt Road,Nova Scotia,NS,B0E,Unincorporated area,011K07,46.33802,-60.95264,Inverness,902,America/Halifax
10217,Egypt Road,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.63417,-62.61528,Pictou,902,America/Halifax
10218,Eight Island Lake,Nova Scotia,NS,B0H,Unincorporated area,011F05,45.35662,-61.94641,Guysborough,902,America/Halifax
10219,Elderbank,Nova Scotia,NS,B0N,Unincorporated area,011D14,44.98030,-63.21633,Halifax,902,America/Halifax
10220,Elgin,Nova Scotia,NS,B0K,Unincorporated area,011E07,45.42313,-62.67014,Pictou,902,America/Halifax
10221,Ellenvale,Nova Scotia,NS,B2W,Unincorporated area,011D12,44.67742,-63.52022,Halifax,902,America/Halifax
10222,Ellershouse,Nova Scotia,NS,B0N,Unincorporated area,021A16,44.94473,-64.00701,Hants,902,America/Halifax
10223,Elmfield,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.64294,-62.93155,Pictou,902,America/Halifax
10224,Elmsdale,Nova Scotia,NS,B2S,Unincorporated area,011D13,44.96749,-63.50448,Hants,902,America/Halifax
10225,Elmsvale,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.08565,-63.07012,Halifax,902,America/Halifax
10226,Elmwood,Nova Scotia,NS,B0R,Unincorporated area,021A10,44.58011,-64.62906,Lunenburg,902,America/Halifax
10227,Emerald,Nova Scotia,NS,B0E,Unincorporated area,011K06,46.31656,-61.03563,Inverness,902,America/Halifax
10228,Enfield,Nova Scotia,NS,B2T,Unincorporated area,011D13,44.94341,-63.53613,Hants,902,America/Halifax
10229,English Corner,Nova Scotia,NS,B4B,Unincorporated area,011D12,44.73571,-63.79275,Halifax,902,America/Halifax
10230,Englishtown,Nova Scotia,NS,B0E,Unincorporated area,011K07,46.28107,-60.54450,Victoria,902,America/Halifax
10231,Enon,Nova Scotia,NS,B1K,Unincorporated area,011F15,45.81134,-60.53543,Cape Breton,902,America/Glace_Bay
10232,Erinville,Nova Scotia,NS,B0H,Unincorporated area,011F05,45.37887,-61.74958,Guysborough,902,America/Halifax
10233,Eskasoni,Nova Scotia,NS,B1W,Unincorporated area,011F15,45.94194,-60.61682,Cape Breton,902,America/Glace_Bay
10234,Estmere,Nova Scotia,NS,B0E,Unincorporated area,011F15,45.93285,-60.98134,Victoria,902,America/Halifax
10235,Etter Settlement,Nova Scotia,NS,B0N,Unincorporated area,011D13,44.87408,-63.80695,Hants,902,America/Halifax
10236,Eureka,Nova Scotia,NS,B0K,Unincorporated area,011E07,45.49778,-62.68370,Pictou,902,America/Halifax
10237,Evanston,Nova Scotia,NS,B0E,Unincorporated area,011F11,45.61743,-61.21516,Richmond,902,America/Halifax
10238,Factorydale,Nova Scotia,NS,B0P,Unincorporated area,021A15,44.99870,-64.78579,Kings,902,America/Halifax
10239,Fairmont,Nova Scotia,NS,B2G,Unincorporated area,011F12,45.70084,-61.97847,Antigonish,902,America/Halifax
10240,Fairmount,Nova Scotia,NS,B3N,Unincorporated area,011D12,44.64428,-63.63475,Halifax,902,America/Halifax
10241,Fairview,Nova Scotia,NS,B3N,Unincorporated area,011D12,44.65277,-63.64112,Halifax,902,America/Halifax
10242,Faith Hope and Charity Lakes,Nova Scotia,NS,B0S,Unincorporated area,021A06,44.46640,-65.47890,Annapolis,902,America/Halifax
10243,Falkland Ridge,Nova Scotia,NS,B0R,Unincorporated area,021A10,44.67244,-64.85761,Annapolis,902,America/Halifax
10244,Fall River,Nova Scotia,NS,B2T,Unincorporated area,011D13,44.81696,-63.61547,Halifax,902,America/Halifax
10245,Fall River West,Nova Scotia,NS,B2T,Unincorporated area,011D13,44.80795,-63.63949,Halifax,902,America/Halifax
10246,Falmouth,Nova Scotia,NS,B0P,Unincorporated area,021A16,44.99540,-64.16841,Hants,902,America/Halifax
10247,Farmington,Nova Scotia,NS,B0M,Unincorporated area,011E12,45.56527,-63.89534,Cumberland,902,America/Halifax
10248,Farmington,Nova Scotia,NS,B0R,Unincorporated area,021A10,44.61333,-64.66484,Lunenburg,902,America/Halifax
10249,Farmville,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.46550,-64.46724,Lunenburg,902,America/Halifax
10250,Fauxburg,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.42716,-64.38217,Lunenburg,902,America/Halifax
10251,Feeners Corner,Nova Scotia,NS,B4V,Unincorporated area,021A07,44.46537,-64.58907,Lunenburg,902,America/Halifax
10252,Feltzen South,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.33307,-64.28954,Lunenburg,902,America/Halifax
10253,Fenwick,Nova Scotia,NS,B0L,Unincorporated area,021H16,45.76289,-64.18684,Cumberland,902,America/Halifax
10254,Fergusons Cove,Nova Scotia,NS,B3V,Unincorporated area,011D12,44.59985,-63.55969,Halifax,902,America/Halifax
10255,Fergusons Lake,Nova Scotia,NS,B0E,Unincorporated area,011F10,45.64559,-60.60660,Richmond,902,America/Halifax
10256,Fern Hill,Nova Scotia,NS,B0J,Unincorporated area,011D15,44.82404,-62.63800,Halifax,902,America/Halifax
10257,Fernleigh,Nova Scotia,NS,B3M,Unincorporated area,011D12,44.70455,-63.66475,Halifax,902,America/Halifax
10258,First Peninsula,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.38483,-64.30409,Lunenburg,902,America/Halifax
10259,First South,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.36769,-64.34598,Lunenburg,902,America/Halifax
10260,Fishermans Harbour,Nova Scotia,NS,B0J,Unincorporated area,011F04,45.11558,-61.69174,Guysborough,902,America/Halifax
10261,Fisher Mills,Nova Scotia,NS,B0H,Unincorporated area,011F05,45.31256,-61.92469,Guysborough,902,America/Halifax
10262,Fitzpatrick,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.73333,-63.02961,Pictou,902,America/Halifax
10263,Fitzpatricks Mountain,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.63939,-62.87229,Pictou,902,America/Halifax
10264,Five Houses,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.28061,-64.33877,Lunenburg,902,America/Halifax
10265,Five Houses,Nova Scotia,NS,B0M,Unincorporated area,011E05,45.39630,-63.73299,Colchester,902,America/Halifax
10266,Five Island Lake,Nova Scotia,NS,B3Z,Unincorporated area,011D12,44.67683,-63.81602,Halifax,902,America/Halifax
10267,Five Islands,Nova Scotia,NS,B0M,Unincorporated area,021H08,45.41157,-64.04293,Colchester,902,America/Halifax
10268,Five Mile Plains,Nova Scotia,NS,B0N,Unincorporated area,021A16,44.96375,-64.08648,Hants,902,America/Halifax
10269,Five Mile River,Nova Scotia,NS,B0N,Unincorporated area,011E04,45.21724,-63.61479,Hants,902,America/Halifax
10270,Fleet Settlement,Nova Scotia,NS,B0J,Unincorporated area,011D16,44.99427,-62.17123,Guysborough,902,America/Halifax
10271,Fletchers Lake,Nova Scotia,NS,B2T,Unincorporated area,011D13,44.83637,-63.60784,Halifax,902,America/Halifax
10272,Flintstone Rock,Nova Scotia,NS,B0W,Unincorporated area,021A04,44.06588,-65.56197,Yarmouth,902,America/Halifax
10273,Florence,Nova Scotia,NS,B1Y,Unincorporated area,011K08,46.25985,-60.26586,Cape Breton,902,America/Glace_Bay
10274,Folly Lake,Nova Scotia,NS,B0M,Unincorporated area,011E12,45.54637,-63.55089,Colchester,902,America/Halifax
10275,Folly Lake Station,Nova Scotia,NS,B0M,Unincorporated area,011E12,45.52309,-63.54814,Colchester,902,America/Halifax
10276,Folly Mountain,Nova Scotia,NS,B0M,Unincorporated area,011E05,45.48382,-63.53043,Colchester,902,America/Halifax
10277,Foot Cape,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.18456,-61.29682,Inverness,902,America/Halifax
10278,Forbes Point,Nova Scotia,NS,B0W,Unincorporated area,020P12,43.55008,-65.74853,Shelburne,902,America/Halifax
10279,Fordview,Nova Scotia,NS,B0E,Unincorporated area,011K06,46.36199,-61.07792,Inverness,902,America/Halifax
10280,Forest Glade,Nova Scotia,NS,B0P,Unincorporated area,021H03,45.02128,-65.03893,Annapolis,902,America/Halifax
10281,Forest Glen,Nova Scotia,NS,B0E,Unincorporated area,011K07,46.47424,-60.98861,Inverness,902,America/Halifax
10282,Forest Glen,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.19684,-63.23927,Colchester,902,America/Halifax
10283,Forest Glen,Nova Scotia,NS,B0W,Unincorporated area,021A04,44.08038,-65.91021,Yarmouth,902,America/Halifax
10284,Forest Hill,Nova Scotia,NS,B0H,Unincorporated area,011F05,45.30804,-61.75891,Guysborough,902,America/Halifax
10285,Forest Hill,Nova Scotia,NS,B4P,Unincorporated area,021H01,45.04552,-64.35111,Kings,902,America/Halifax
10286,Forest Hills,Nova Scotia,NS,B2W,Unincorporated area,011D11,44.67569,-63.48616,Halifax,902,America/Halifax
10287,Forest Home,Nova Scotia,NS,B4N,Unincorporated area,021A15,44.93219,-64.51901,Kings,902,America/Halifax
10288,Forks Baddeck,Nova Scotia,NS,B0E,Unincorporated area,011K02,46.18116,-60.76899,Victoria,902,America/Halifax
10289,Fort Belcher,Nova Scotia,NS,B6L,Unincorporated area,011E06,45.36598,-63.41094,Colchester,902,America/Halifax
10290,Fort Ellis,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.15010,-63.36722,Colchester,902,America/Halifax
10291,Forties,Nova Scotia,NS,B0J,Unincorporated area,021A10,44.73158,-64.56762,Lunenburg,902,America/Halifax
10292,Fort Lawrence,Nova Scotia,NS,B4H,Unincorporated area,021H16,45.84628,-64.26193,Cumberland,902,America/Halifax
10293,Fortune Barren,Nova Scotia,NS,B0E,Unincorporated area,011K07,46.34094,-60.82286,Victoria,902,America/Halifax
10294,Fougere Farm Lake,Nova Scotia,NS,B0H,Unincorporated area,011F03,45.24910,-61.40887,Guysborough,902,America/Halifax
10295,Fountain Road,Nova Scotia,NS,B0K,Unincorporated area,011E13,45.80170,-63.58578,Cumberland,902,America/Halifax
10296,Fourchu,Nova Scotia,NS,B2J,Unincorporated area,011F09,45.71566,-60.25960,Richmond,902,America/Halifax
10297,Four Mile Brook,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.60237,-62.87892,Pictou,902,America/Halifax
10298,Fox Brook,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.50218,-62.71638,Pictou,902,America/Halifax
10299,Fox Harbour,Nova Scotia,NS,B0K,Unincorporated area,011E14,45.85500,-63.45091,Cumberland,902,America/Halifax
10300,Fox Island Main,Nova Scotia,NS,B0H,Unincorporated area,011F06,45.33799,-61.10427,Guysborough,902,America/Halifax
10301,Fox Point,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.61649,-64.05920,Lunenburg,902,America/Halifax
10302,Fox River,Nova Scotia,NS,B0M,Unincorporated area,021H07,45.41499,-64.52459,Cumberland,902,America/Halifax
10303,Framboise,Nova Scotia,NS,B2J,Unincorporated area,011F09,45.71974,-60.36267,Richmond,902,America/Halifax
10304,Framboise Intervale,Nova Scotia,NS,B2J,Unincorporated area,011F09,45.70433,-60.42233,Richmond,902,America/Halifax
10305,Franey Corner,Nova Scotia,NS,B0R,Unincorporated area,021A10,44.72715,-64.66567,Lunenburg,902,America/Halifax
10306,Frankville,Nova Scotia,NS,B0H,Unincorporated area,011F12,45.65613,-61.52536,Antigonish,902,America/Halifax
10307,Fraser Settlement,Nova Scotia,NS,B0N,Unincorporated area,011E02,45.10474,-62.97327,Halifax,902,America/Halifax
10308,Frasers Grant,Nova Scotia,NS,B0H,Unincorporated area,011F12,45.56568,-61.75235,Antigonish,902,America/Halifax
10309,Frasers Mills,Nova Scotia,NS,B0H,Unincorporated area,011F05,45.49498,-61.93704,Antigonish,902,America/Halifax
10310,Frasers Mountain,Nova Scotia,NS,B2H,Unincorporated area,011E10,45.60176,-62.58860,Pictou,902,America/Halifax
10311,Frasertown,Nova Scotia,NS,B0S,Unincorporated area,021A12,44.64073,-65.53354,Annapolis,902,America/Halifax
10312,Fraserville,Nova Scotia,NS,B0M,Unincorporated area,021H07,45.38684,-64.67219,Cumberland,902,America/Halifax
